candidate,op,tier,a,b,result,operand_digit_tier_a,operand_digit_tier_b,result_digit_tier,active_columns,carry_count,borrow_count,borrow_chain_length,operand_closeness,c_over_d_ratio
C12,add,4,1178,5371,6549,4,4,4,4,1,,,0.2193,0.2193
C12,add,3,631,637,1268,3,3,4,3,1,,,0.9906,0.9906
C12,add,3,790,538,1328,3,3,4,3,2,,,0.681,1.4684
C12,add,4,8381,1097,9478,4,4,4,4,1,,,0.1309,7.6399
C12,sub,4,7655,2302,5353,4,4,4,4,,0,0,0.3007,2.3254
C12,sub,2,41,11,30,2,2,2,2,,0,0,0.2683,2.7273
C12,sub,3,509,366,143,3,3,3,3,,1,1,0.7191,0.3907
C12,add,3,918,268,1186,3,3,4,3,2,,,0.2919,3.4254
C12,add,2,36,67,103,2,2,3,2,2,,,0.5373,0.5373
C12,sub,2,93,29,64,2,2,2,2,,1,1,0.3118,2.2069
C12,add,4,4843,3361,8204,4,4,4,4,2,,,0.694,1.4409
C12,add,2,36,34,70,2,2,2,2,1,,,0.9444,1.0588
C12,sub,4,8037,8020,17,4,4,2,4,,0,0,0.9979,0.0021
C12,sub,4,9747,9215,532,4,4,3,4,,0,0,0.9454,0.0577
C12,sub,4,7176,4011,3165,4,4,4,4,,0,0,0.5589,0.7891
C12,sub,4,5899,1237,4662,4,4,4,4,,0,0,0.2097,3.7688
C12,sub,3,762,504,258,3,3,3,3,,1,1,0.6614,0.5119
C12,sub,4,6351,1691,4660,4,4,4,4,,2,2,0.2663,2.7558
C12,sub,2,75,12,63,2,2,2,2,,0,0,0.16,5.25
C12,sub,2,63,52,11,2,2,2,2,,0,0,0.8254,0.2115
C12,sub,4,1888,1378,510,4,4,3,4,,0,0,0.7299,0.3701
C12,sub,3,900,671,229,3,3,3,3,,2,2,0.7456,0.3413
C12,sub,2,87,61,26,2,2,2,2,,0,0,0.7011,0.4262
C12,add,4,1671,6309,7980,4,4,4,4,1,,,0.2649,0.2649
C12,sub,4,8965,6637,2328,4,4,4,4,,1,1,0.7403,0.3508
C12,sub,2,99,43,56,2,2,2,2,,0,0,0.4343,1.3023
C12,add,2,79,44,123,2,2,3,2,2,,,0.557,1.7955
C12,sub,4,7803,1283,6520,4,4,4,4,,1,1,0.1644,5.0818
C12,add,2,76,39,115,2,2,3,2,2,,,0.5132,1.9487
C12,sub,2,76,50,26,2,2,2,2,,0,0,0.6579,0.52
C12,sub,2,64,25,39,2,2,2,2,,1,1,0.3906,1.56
C12,sub,2,97,43,54,2,2,2,2,,0,0,0.4433,1.2558
C12,sub,2,95,67,28,2,2,2,2,,1,1,0.7053,0.4179
C12,sub,2,28,11,17,2,2,2,2,,0,0,0.3929,1.5455
C12,sub,2,65,51,14,2,2,2,2,,0,0,0.7846,0.2745
C12,sub,3,793,318,475,3,3,3,3,,1,1,0.401,1.4937
C12,sub,4,7315,5483,1832,4,4,4,4,,2,2,0.7496,0.3341
C12,sub,3,974,141,833,3,3,3,3,,0,0,0.1448,5.9078
C12,add,2,82,48,130,2,2,3,2,2,,,0.5854,1.7083
C12,sub,2,81,27,54,2,2,2,2,,1,1,0.3333,2.0
C12,add,3,531,347,878,3,3,3,3,0,,,0.6535,1.5303
C12,sub,2,98,58,40,2,2,2,2,,0,0,0.5918,0.6897
C12,sub,2,87,44,43,2,2,2,2,,0,0,0.5057,0.9773
C12,add,3,363,335,698,3,3,3,3,0,,,0.9229,1.0836
C12,add,2,83,81,164,2,2,3,2,1,,,0.9759,1.0247
C12,add,3,633,605,1238,3,3,4,3,1,,,0.9558,1.0463
C12,sub,3,834,610,224,3,3,3,3,,0,0,0.7314,0.3672
C12,sub,4,9952,6196,3756,4,4,4,4,,2,2,0.6226,0.6062
C12,sub,4,8903,4129,4774,4,4,4,4,,2,2,0.4638,1.1562
C12,add,3,617,377,994,3,3,3,3,1,,,0.611,1.6366
C12,sub,4,6969,3246,3723,4,4,4,4,,0,0,0.4658,1.147
C12,sub,3,190,120,70,3,3,2,3,,0,0,0.6316,0.5833
C12,add,3,389,382,771,3,3,3,3,2,,,0.982,1.0183
C12,sub,3,877,855,22,3,3,2,3,,0,0,0.9749,0.0257
C12,sub,4,6500,1227,5273,4,4,4,4,,2,2,0.1888,4.2975
C12,add,3,127,315,442,3,3,3,3,1,,,0.4032,0.4032
C12,add,2,20,29,49,2,2,2,2,0,,,0.6897,0.6897
C12,add,3,105,609,714,3,3,3,3,1,,,0.1724,0.1724
C12,sub,4,5150,2063,3087,4,4,4,4,,2,2,0.4006,1.4964
C12,sub,3,646,547,99,3,3,2,3,,2,2,0.8467,0.181
C12,sub,2,51,40,11,2,2,2,2,,0,0,0.7843,0.275
C12,sub,3,927,133,794,3,3,3,3,,1,1,0.1435,5.9699
C12,sub,2,90,80,10,2,2,2,2,,0,0,0.8889,0.125
C12,add,4,6773,2647,9420,4,4,4,4,3,,,0.3908,2.5587
C12,sub,3,967,812,155,3,3,3,3,,0,0,0.8397,0.1909
C12,sub,3,867,750,117,3,3,3,3,,0,0,0.8651,0.156
C12,add,3,312,452,764,3,3,3,3,0,,,0.6903,0.6903
C12,sub,3,955,401,554,3,3,3,3,,0,0,0.4199,1.3815
C12,add,3,197,101,298,3,3,3,3,0,,,0.5127,1.9505
C12,sub,2,86,46,40,2,2,2,2,,0,0,0.5349,0.8696
C12,sub,4,6195,4152,2043,4,4,4,4,,0,0,0.6702,0.4921
C12,add,3,277,299,576,3,3,3,3,2,,,0.9264,0.9264
C12,add,3,683,310,993,3,3,3,3,0,,,0.4539,2.2032
C12,sub,2,79,18,61,2,2,2,2,,0,0,0.2278,3.3889
C12,sub,2,48,27,21,2,2,2,2,,0,0,0.5625,0.7778
C12,sub,2,48,28,20,2,2,2,2,,0,0,0.5833,0.7143
C12,sub,2,80,62,18,2,2,2,2,,1,1,0.775,0.2903
C12,sub,2,64,34,30,2,2,2,2,,0,0,0.5312,0.8824
C12,add,3,605,739,1344,3,3,4,3,2,,,0.8187,0.8187
C12,sub,3,600,142,458,3,3,3,3,,2,2,0.2367,3.2254
C12,add,3,223,392,615,3,3,3,3,1,,,0.5689,0.5689
C12,add,2,33,96,129,2,2,3,2,1,,,0.3438,0.3438
C12,add,2,61,18,79,2,2,2,2,0,,,0.2951,3.3889
C12,sub,2,99,32,67,2,2,2,2,,0,0,0.3232,2.0938
C12,sub,2,46,21,25,2,2,2,2,,0,0,0.4565,1.1905
C12,sub,2,95,76,19,2,2,2,2,,1,1,0.8,0.25
C12,sub,3,955,146,809,3,3,3,3,,1,1,0.1529,5.5411
C12,add,3,181,624,805,3,3,3,3,1,,,0.2901,0.2901
C12,add,3,541,624,1165,3,3,4,3,1,,,0.867,0.867
C12,add,2,54,68,122,2,2,3,2,2,,,0.7941,0.7941
C12,sub,2,72,10,62,2,2,2,2,,0,0,0.1389,6.2
C12,sub,4,9708,3529,6179,4,4,4,4,,2,2,0.3635,1.7509
C12,sub,2,48,37,11,2,2,2,2,,0,0,0.7708,0.2973
C12,sub,3,666,247,419,3,3,3,3,,1,1,0.3709,1.6964
C12,add,2,94,45,139,2,2,3,2,1,,,0.4787,2.0889
C12,add,2,18,13,31,2,2,2,2,1,,,0.7222,1.3846
C12,add,3,343,649,992,3,3,3,3,1,,,0.5285,0.5285
C12,sub,3,743,404,339,3,3,3,3,,1,1,0.5437,0.8391
C12,add,3,824,846,1670,3,3,4,3,2,,,0.974,0.974
C12,sub,3,961,853,108,3,3,3,3,,1,1,0.8876,0.1266
C12,add,3,662,195,857,3,3,3,3,1,,,0.2946,3.3949
C12,add,2,79,86,165,2,2,3,2,2,,,0.9186,0.9186
C12,sub,2,64,37,27,2,2,2,2,,1,1,0.5781,0.7297
C12,sub,3,302,272,30,3,3,2,3,,1,1,0.9007,0.1103
C12,sub,4,6164,5413,751,4,4,3,4,,1,1,0.8782,0.1387
C12,add,2,75,89,164,2,2,3,2,2,,,0.8427,0.8427
C12,sub,4,1756,1151,605,4,4,3,4,,0,0,0.6555,0.5256
C12,add,2,78,19,97,2,2,2,2,1,,,0.2436,4.1053
C12,sub,2,95,35,60,2,2,2,2,,0,0,0.3684,1.7143
C12,add,3,942,874,1816,3,3,4,3,2,,,0.9278,1.0778
C12,sub,3,948,587,361,3,3,3,3,,1,1,0.6192,0.615
C12,sub,3,875,372,503,3,3,3,3,,0,0,0.4251,1.3522
C12,sub,4,5263,3378,1885,4,4,4,4,,3,3,0.6418,0.558
C12,add,4,1041,1924,2965,4,4,4,4,0,,,0.5411,0.5411
C12,add,2,83,28,111,2,2,3,2,2,,,0.3373,2.9643
C12,sub,3,549,385,164,3,3,3,3,,1,1,0.7013,0.426
C12,sub,2,85,65,20,2,2,2,2,,0,0,0.7647,0.3077
C12,add,4,5391,3949,9340,4,4,4,4,3,,,0.7325,1.3652
C12,sub,2,57,22,35,2,2,2,2,,0,0,0.386,1.5909
C12,sub,4,9839,9412,427,4,4,3,4,,0,0,0.9566,0.0454
C12,sub,4,3532,1502,2030,4,4,4,4,,0,0,0.4253,1.3515
C12,sub,4,8812,6669,2143,4,4,4,4,,2,2,0.7568,0.3213
C12,sub,3,971,136,835,3,3,3,3,,1,1,0.1401,6.1397
C12,add,2,31,11,42,2,2,2,2,0,,,0.3548,2.8182
C12,add,4,1261,1821,3082,4,4,4,4,1,,,0.6925,0.6925
C12,add,3,983,222,1205,3,3,4,3,2,,,0.2258,4.4279
C12,sub,3,917,518,399,3,3,3,3,,2,2,0.5649,0.7703
C12,add,2,77,57,134,2,2,3,2,2,,,0.7403,1.3509
C12,sub,2,86,43,43,2,2,2,2,,0,0,0.5,1.0
C12,sub,4,9192,4669,4523,4,4,4,4,,2,2,0.5079,0.9687
C12,sub,4,4725,4296,429,4,4,3,4,,2,2,0.9092,0.0999
C12,add,3,332,697,1029,3,3,4,3,2,,,0.4763,0.4763
C12,add,3,920,324,1244,3,3,4,3,1,,,0.3522,2.8395
C12,sub,3,355,170,185,3,3,3,3,,1,1,0.4789,1.0882
C12,sub,4,9404,2547,6857,4,4,4,4,,3,3,0.2708,2.6922
C12,add,3,310,654,964,3,3,3,3,0,,,0.474,0.474
C12,add,4,2904,1113,4017,4,4,4,4,1,,,0.3833,2.6092
C12,sub,3,943,349,594,3,3,3,3,,2,2,0.3701,1.702
C12,add,4,1767,3690,5457,4,4,4,4,2,,,0.4789,0.4789
C12,sub,3,640,159,481,3,3,3,3,,2,2,0.2484,3.0252
C12,sub,4,6207,2596,3611,4,4,4,4,,2,2,0.4182,1.391
C12,sub,4,9126,5201,3925,4,4,4,4,,1,1,0.5699,0.7547
C12,add,3,987,509,1496,3,3,4,3,2,,,0.5157,1.9391
C12,sub,4,9206,2932,6274,4,4,4,4,,2,2,0.3185,2.1398
C12,sub,4,9018,8294,724,4,4,3,4,,2,2,0.9197,0.0873
C12,add,3,896,718,1614,3,3,4,3,3,,,0.8013,1.2479
C12,add,4,2396,3619,6015,4,4,4,4,3,,,0.6621,0.6621
C12,add,3,332,469,801,3,3,3,3,2,,,0.7079,0.7079
C12,sub,4,7759,5181,2578,4,4,4,4,,1,1,0.6677,0.4976
C12,add,2,66,34,100,2,2,3,2,2,,,0.5152,1.9412
C12,add,3,748,126,874,3,3,3,3,1,,,0.1684,5.9365
C12,sub,4,6246,4740,1506,4,4,4,4,,1,1,0.7589,0.3177
C12,sub,3,581,493,88,3,3,2,3,,2,2,0.8485,0.1785
C12,sub,3,856,624,232,3,3,3,3,,0,0,0.729,0.3718
C12,add,3,342,427,769,3,3,3,3,0,,,0.8009,0.8009
C12,sub,2,64,26,38,2,2,2,2,,1,1,0.4062,1.4615
C12,sub,4,9287,3116,6171,4,4,4,4,,0,0,0.3355,1.9804
C12,sub,4,6164,2571,3593,4,4,4,4,,2,2,0.4171,1.3975
C12,add,3,554,717,1271,3,3,4,3,2,,,0.7727,0.7727
C12,add,2,86,92,178,2,2,3,2,1,,,0.9348,0.9348
C12,sub,2,96,52,44,2,2,2,2,,0,0,0.5417,0.8462
C12,sub,3,427,200,227,3,3,3,3,,0,0,0.4684,1.135
C12,add,3,422,464,886,3,3,3,3,0,,,0.9095,0.9095
C12,add,2,88,32,120,2,2,3,2,2,,,0.3636,2.75
C12,sub,3,501,240,261,3,3,3,3,,1,1,0.479,1.0875
C12,add,4,1334,3923,5257,4,4,4,4,1,,,0.34,0.34
C12,sub,4,7888,2709,5179,4,4,4,4,,1,1,0.3434,1.9118
C12,add,4,3968,3989,7957,4,4,4,4,3,,,0.9947,0.9947
C12,add,2,99,55,154,2,2,3,2,2,,,0.5556,1.8
C12,add,2,17,17,34,2,2,2,2,1,,,1.0,1.0
C12,add,4,5240,3122,8362,4,4,4,4,0,,,0.5958,1.6784
C12,add,4,2253,4857,7110,4,4,4,4,3,,,0.4639,0.4639
C12,sub,4,9336,1749,7587,4,4,4,4,,3,3,0.1873,4.3379
C12,add,3,452,562,1014,3,3,4,3,2,,,0.8043,0.8043
C12,add,3,284,929,1213,3,3,4,3,3,,,0.3057,0.3057
C12,sub,4,9485,5725,3760,4,4,4,4,,1,1,0.6036,0.6568
C12,add,2,76,69,145,2,2,3,2,2,,,0.9079,1.1014
C12,add,2,80,84,164,2,2,3,2,1,,,0.9524,0.9524
C12,add,3,751,477,1228,3,3,4,3,2,,,0.6352,1.5744
C12,sub,4,8823,4393,4430,4,4,4,4,,1,1,0.4979,1.0084
C12,add,3,612,275,887,3,3,3,3,0,,,0.4493,2.2255
C12,add,4,3797,1690,5487,4,4,4,4,2,,,0.4451,2.2467
C12,add,2,81,29,110,2,2,3,2,2,,,0.358,2.7931
C12,sub,4,5695,1541,4154,4,4,4,4,,0,0,0.2706,2.6957
C12,add,3,136,319,455,3,3,3,3,1,,,0.4263,0.4263
C12,add,3,316,609,925,3,3,3,3,1,,,0.5189,0.5189
C12,add,4,7346,2027,9373,4,4,4,4,1,,,0.2759,3.6241
C12,add,2,65,57,122,2,2,3,2,2,,,0.8769,1.1404
C12,sub,2,94,55,39,2,2,2,2,,1,1,0.5851,0.7091
C12,add,2,18,49,67,2,2,2,2,1,,,0.3673,0.3673
C12,sub,3,457,215,242,3,3,3,3,,0,0,0.4705,1.1256
C12,sub,4,5453,1356,4097,4,4,4,4,,2,2,0.2487,3.0214
C12,add,2,34,40,74,2,2,2,2,0,,,0.85,0.85
C12,sub,4,5766,3294,2472,4,4,4,4,,1,1,0.5713,0.7505
C12,sub,3,747,446,301,3,3,3,3,,0,0,0.5971,0.6749
C12,sub,2,76,30,46,2,2,2,2,,0,0,0.3947,1.5333
C12,add,3,766,548,1314,3,3,4,3,3,,,0.7154,1.3978
C12,sub,4,9979,9794,185,4,4,3,4,,1,1,0.9815,0.0189
C12,sub,2,62,34,28,2,2,2,2,,1,1,0.5484,0.8235
C12,add,4,3134,1053,4187,4,4,4,4,0,,,0.336,2.9763
C12,add,2,48,66,114,2,2,3,2,2,,,0.7273,0.7273
C12,add,3,685,479,1164,3,3,4,3,3,,,0.6993,1.4301
C12,add,4,3124,1081,4205,4,4,4,4,1,,,0.346,2.8899
C12,sub,3,586,204,382,3,3,3,3,,0,0,0.3481,1.8725
C12,sub,2,60,26,34,2,2,2,2,,1,1,0.4333,1.3077
C12,add,2,15,13,28,2,2,2,2,0,,,0.8667,1.1538
C12,sub,2,89,42,47,2,2,2,2,,0,0,0.4719,1.119
C12,sub,4,8706,2493,6213,4,4,4,4,,1,1,0.2864,2.4922
C12,sub,3,635,123,512,3,3,3,3,,0,0,0.1937,4.1626
C12,add,3,658,598,1256,3,3,4,3,3,,,0.9088,1.1003
C12,sub,2,78,45,33,2,2,2,2,,0,0,0.5769,0.7333
C12,add,3,417,136,553,3,3,3,3,1,,,0.3261,3.0662
C12,sub,2,89,28,61,2,2,2,2,,0,0,0.3146,2.1786
C12,add,4,4819,3951,8770,4,4,4,4,2,,,0.8199,1.2197
C12,sub,4,6149,2057,4092,4,4,4,4,,1,1,0.3345,1.9893
C12,sub,2,57,26,31,2,2,2,2,,0,0,0.4561,1.1923
C12,add,3,318,369,687,3,3,3,3,1,,,0.8618,0.8618
C12,sub,4,6695,3823,2872,4,4,4,4,,1,1,0.571,0.7512
C12,add,3,359,761,1120,3,3,4,3,3,,,0.4717,0.4717
C12,sub,4,8621,1851,6770,4,4,4,4,,2,2,0.2147,3.6575
C12,add,2,27,68,95,2,2,2,2,1,,,0.3971,0.3971
C12,sub,3,955,434,521,3,3,3,3,,0,0,0.4545,1.2005
C12,add,2,37,44,81,2,2,2,2,1,,,0.8409,0.8409
C12,sub,2,73,28,45,2,2,2,2,,1,1,0.3836,1.6071
C12,sub,4,3853,1896,1957,4,4,4,4,,3,3,0.4921,1.0322
C12,sub,4,6436,4828,1608,4,4,4,4,,2,2,0.7502,0.3331
C12,sub,4,8380,3220,5160,4,4,4,4,,0,0,0.3842,1.6025
C12,add,4,1778,2330,4108,4,4,4,4,2,,,0.7631,0.7631
C12,add,3,893,678,1571,3,3,4,3,3,,,0.7592,1.3171
C12,add,2,40,58,98,2,2,2,2,0,,,0.6897,0.6897
C12,sub,4,9607,4185,5422,4,4,4,4,,1,1,0.4356,1.2956
C12,sub,3,999,705,294,3,3,3,3,,0,0,0.7057,0.417
C12,sub,4,5523,5469,54,4,4,2,4,,2,2,0.9902,0.0099
C12,sub,2,97,45,52,2,2,2,2,,0,0,0.4639,1.1556
C12,sub,4,3716,2578,1138,4,4,4,4,,2,2,0.6938,0.4414
C12,add,2,82,21,103,2,2,3,2,1,,,0.2561,3.9048
C12,sub,2,75,60,15,2,2,2,2,,0,0,0.8,0.25
C12,add,4,3554,1930,5484,4,4,4,4,1,,,0.5431,1.8415
C12,sub,3,674,483,191,3,3,3,3,,1,1,0.7166,0.3954
C12,add,2,88,75,163,2,2,3,2,2,,,0.8523,1.1733
C12,add,3,266,295,561,3,3,3,3,2,,,0.9017,0.9017
C12,add,3,443,877,1320,3,3,4,3,3,,,0.5051,0.5051
C12,add,4,3387,2938,6325,4,4,4,4,3,,,0.8674,1.1528
C12,add,2,44,74,118,2,2,3,2,1,,,0.5946,0.5946
C12,add,3,795,858,1653,3,3,4,3,3,,,0.9266,0.9266
C12,add,4,6718,3143,9861,4,4,4,4,1,,,0.4678,2.1374
C12,add,3,972,528,1500,3,3,4,3,3,,,0.5432,1.8409
C12,sub,2,38,10,28,2,2,2,2,,0,0,0.2632,2.8
C12,sub,4,9737,6202,3535,4,4,4,4,,0,0,0.637,0.57
C12,add,3,331,549,880,3,3,3,3,1,,,0.6029,0.6029
C12,add,3,537,478,1015,3,3,4,3,3,,,0.8901,1.1234
C12,sub,3,769,719,50,3,3,2,3,,0,0,0.935,0.0695
C12,add,3,762,854,1616,3,3,4,3,2,,,0.8923,0.8923
C12,sub,4,7721,6918,803,4,4,3,4,,2,2,0.896,0.1161
C12,add,2,93,73,166,2,2,3,2,1,,,0.7849,1.274
C12,sub,3,477,166,311,3,3,3,3,,0,0,0.348,1.8735
C12,sub,4,6850,2330,4520,4,4,4,4,,0,0,0.3401,1.9399
C12,add,3,185,561,746,3,3,3,3,1,,,0.3298,0.3298
C12,sub,4,8637,7588,1049,4,4,4,4,,2,2,0.8785,0.1382
C12,sub,4,7527,7363,164,4,4,3,4,,1,1,0.9782,0.0223
C12,sub,2,96,41,55,2,2,2,2,,0,0,0.4271,1.3415
C12,add,3,924,332,1256,3,3,4,3,1,,,0.3593,2.7831
C12,add,2,82,97,179,2,2,3,2,1,,,0.8454,0.8454
C12,add,3,968,116,1084,3,3,4,3,2,,,0.1198,8.3448
C12,sub,2,99,44,55,2,2,2,2,,0,0,0.4444,1.25
C12,sub,2,93,38,55,2,2,2,2,,1,1,0.4086,1.4474
C12,sub,2,58,18,40,2,2,2,2,,0,0,0.3103,2.2222
C12,sub,4,9390,1153,8237,4,4,4,4,,1,1,0.1228,7.144
C12,sub,3,827,221,606,3,3,3,3,,0,0,0.2672,2.7421
C12,add,3,960,681,1641,3,3,4,3,2,,,0.7094,1.4097
C12,sub,4,8719,3916,4803,4,4,4,4,,1,1,0.4491,1.2265
C12,sub,2,72,33,39,2,2,2,2,,1,1,0.4583,1.1818
C12,add,2,27,76,103,2,2,3,2,2,,,0.3553,0.3553
C12,sub,4,5307,3414,1893,4,4,4,4,,2,2,0.6433,0.5545
C12,sub,3,589,208,381,3,3,3,3,,0,0,0.3531,1.8317
C12,sub,3,759,311,448,3,3,3,3,,0,0,0.4097,1.4405
C12,add,2,27,99,126,2,2,3,2,2,,,0.2727,0.2727
C12,add,3,247,604,851,3,3,3,3,1,,,0.4089,0.4089
C12,add,3,169,103,272,3,3,3,3,1,,,0.6095,1.6408
C12,sub,4,9152,4103,5049,4,4,4,4,,1,1,0.4483,1.2306
C12,sub,2,75,21,54,2,2,2,2,,0,0,0.28,2.5714
C12,sub,2,75,61,14,2,2,2,2,,0,0,0.8133,0.2295
C12,sub,2,68,38,30,2,2,2,2,,0,0,0.5588,0.7895
C12,sub,2,51,16,35,2,2,2,2,,1,1,0.3137,2.1875
C12,add,2,28,82,110,2,2,3,2,2,,,0.3415,0.3415
C12,add,2,23,58,81,2,2,2,2,1,,,0.3966,0.3966
C12,add,3,588,686,1274,3,3,4,3,3,,,0.8571,0.8571
C12,sub,3,909,827,82,3,3,2,3,,1,1,0.9098,0.0992
C12,sub,4,7384,4605,2779,4,4,4,4,,2,2,0.6236,0.6035
C12,sub,3,970,339,631,3,3,3,3,,1,1,0.3495,1.8614
C12,add,3,487,567,1054,3,3,4,3,3,,,0.8589,0.8589
C12,add,3,916,164,1080,3,3,4,3,2,,,0.179,5.5854
C12,add,3,380,930,1310,3,3,4,3,2,,,0.4086,0.4086
C12,sub,4,6089,2069,4020,4,4,4,4,,0,0,0.3398,1.943
C12,sub,3,560,527,33,3,3,2,3,,1,1,0.9411,0.0626
C12,sub,4,7146,5245,1901,4,4,4,4,,1,1,0.734,0.3624
C12,add,3,684,312,996,3,3,3,3,0,,,0.4561,2.1923
C12,sub,2,81,30,51,2,2,2,2,,0,0,0.3704,1.7
C12,add,2,21,45,66,2,2,2,2,0,,,0.4667,0.4667
C12,add,2,93,28,121,2,2,3,2,2,,,0.3011,3.3214
C12,add,3,732,599,1331,3,3,4,3,3,,,0.8183,1.222
C12,sub,2,53,14,39,2,2,2,2,,1,1,0.2642,2.7857
C12,sub,4,5920,3285,2635,4,4,4,4,,2,2,0.5549,0.8021
C12,add,3,906,629,1535,3,3,4,3,2,,,0.6943,1.4404
C12,add,2,64,67,131,2,2,3,2,2,,,0.9552,0.9552
C12,sub,2,82,72,10,2,2,2,2,,0,0,0.878,0.1389
C12,sub,3,424,350,74,3,3,2,3,,1,1,0.8255,0.2114
C12,add,2,73,19,92,2,2,2,2,1,,,0.2603,3.8421
C12,sub,4,3434,2205,1229,4,4,4,4,,1,1,0.6421,0.5574
C12,add,2,36,52,88,2,2,2,2,0,,,0.6923,0.6923
C12,add,2,19,43,62,2,2,2,2,1,,,0.4419,0.4419
C12,sub,3,859,574,285,3,3,3,3,,1,1,0.6682,0.4965
C12,add,3,821,274,1095,3,3,4,3,1,,,0.3337,2.9964
C12,sub,3,862,129,733,3,3,3,3,,1,1,0.1497,5.6822
C12,sub,3,561,473,88,3,3,2,3,,2,2,0.8431,0.186
C12,sub,4,7905,7399,506,4,4,3,4,,2,2,0.936,0.0684
C12,add,3,841,676,1517,3,3,4,3,2,,,0.8038,1.2441
C12,add,3,318,906,1224,3,3,4,3,2,,,0.351,0.351
C12,add,3,599,265,864,3,3,3,3,2,,,0.4424,2.2604
C12,sub,4,4810,4685,125,4,4,3,4,,2,2,0.974,0.0267
C12,add,3,733,628,1361,3,3,4,3,2,,,0.8568,1.1672
C12,add,2,16,10,26,2,2,2,2,0,,,0.625,1.6
C12,sub,3,616,360,256,3,3,3,3,,1,1,0.5844,0.7111
C12,add,3,926,882,1808,3,3,4,3,2,,,0.9525,1.0499
C12,sub,4,7862,2576,5286,4,4,4,4,,2,2,0.3277,2.052
C12,add,2,38,67,105,2,2,3,2,2,,,0.5672,0.5672
C12,add,2,18,25,43,2,2,2,2,1,,,0.72,0.72
C12,sub,3,369,221,148,3,3,3,3,,0,0,0.5989,0.6697
C12,add,2,73,56,129,2,2,3,2,1,,,0.7671,1.3036
C12,add,3,129,605,734,3,3,3,3,1,,,0.2132,0.2132
C12,add,3,547,134,681,3,3,3,3,1,,,0.245,4.0821
C12,add,3,370,554,924,3,3,3,3,1,,,0.6679,0.6679
C12,add,2,88,43,131,2,2,3,2,2,,,0.4886,2.0465
C12,add,2,93,13,106,2,2,3,2,1,,,0.1398,7.1538
C12,sub,4,7490,1857,5633,4,4,4,4,,2,2,0.2479,3.0334
C12,add,2,19,65,84,2,2,2,2,1,,,0.2923,0.2923
C12,sub,4,9627,1377,8250,4,4,4,4,,1,1,0.143,5.9913
C12,sub,2,74,42,32,2,2,2,2,,0,0,0.5676,0.7619
C12,sub,4,6310,2176,4134,4,4,4,4,,2,2,0.3448,1.8998
C12,sub,3,274,101,173,3,3,3,3,,0,0,0.3686,1.7129
C12,add,3,556,606,1162,3,3,4,3,2,,,0.9175,0.9175
C12,sub,4,7889,1148,6741,4,4,4,4,,0,0,0.1455,5.872
C12,sub,2,71,42,29,2,2,2,2,,1,1,0.5915,0.6905
C12,sub,2,94,48,46,2,2,2,2,,1,1,0.5106,0.9583
C12,add,3,939,279,1218,3,3,4,3,3,,,0.2971,3.3656
C12,sub,2,80,24,56,2,2,2,2,,1,1,0.3,2.3333
C12,sub,4,9585,7889,1696,4,4,4,4,,3,3,0.8231,0.215
C12,add,3,270,296,566,3,3,3,3,1,,,0.9122,0.9122
C12,add,3,360,535,895,3,3,3,3,0,,,0.6729,0.6729
C12,add,3,114,328,442,3,3,3,3,1,,,0.3476,0.3476
C12,sub,4,3647,2077,1570,4,4,4,4,,1,1,0.5695,0.7559
C12,sub,3,887,434,453,3,3,3,3,,0,0,0.4893,1.0438
C12,sub,4,7133,5485,1648,4,4,4,4,,3,3,0.769,0.3005
C12,add,3,687,915,1602,3,3,4,3,3,,,0.7508,0.7508
C12,add,2,83,68,151,2,2,3,2,2,,,0.8193,1.2206
C12,add,3,817,190,1007,3,3,4,3,2,,,0.2326,4.3
C12,add,3,347,891,1238,3,3,4,3,2,,,0.3895,0.3895
C12,add,3,521,341,862,3,3,3,3,0,,,0.6545,1.5279
C12,sub,3,788,227,561,3,3,3,3,,0,0,0.2881,2.4714
C12,sub,4,9315,6487,2828,4,4,4,4,,3,3,0.6964,0.4359
C12,add,3,114,798,912,3,3,3,3,2,,,0.1429,0.1429
C12,sub,3,397,271,126,3,3,3,3,,0,0,0.6826,0.4649
C12,add,4,4955,2043,6998,4,4,4,4,0,,,0.4123,2.4254
C12,sub,2,57,15,42,2,2,2,2,,0,0,0.2632,2.8
C12,add,3,660,756,1416,3,3,4,3,2,,,0.873,0.873
C12,sub,4,1597,1255,342,4,4,3,4,,0,0,0.7858,0.2725
C12,sub,3,363,284,79,3,3,2,3,,2,2,0.7824,0.2782
C12,add,3,383,180,563,3,3,3,3,1,,,0.47,2.1278
C12,sub,4,8497,3637,4860,4,4,4,4,,1,1,0.428,1.3363
C12,sub,3,591,526,65,3,3,2,3,,1,1,0.89,0.1236
C12,sub,4,3860,1951,1909,4,4,4,4,,2,2,0.5054,0.9785
C12,add,3,282,630,912,3,3,3,3,1,,,0.4476,0.4476
C12,add,2,81,81,162,2,2,3,2,1,,,1.0,1.0
C12,sub,3,886,812,74,3,3,2,3,,0,0,0.9165,0.0911
C12,add,3,348,419,767,3,3,3,3,1,,,0.8305,0.8305
C12,sub,4,8319,2015,6304,4,4,4,4,,0,0,0.2422,3.1285
C12,sub,4,7321,2671,4650,4,4,4,4,,2,2,0.3648,1.7409
C12,add,2,97,80,177,2,2,3,2,1,,,0.8247,1.2125
